CÓDIGO DE EMERGENCIA-SINPAD,AÑO,MES,COD. DISTRITO,DPTO.,PROV.,DIST.,EMERGENCIA,FALLECIDOS,DAMNIFICADOS,AFECTADOS,VIVIENDAS DESTRUIDAS
84491,2017,Marzo,131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,HUAYCO,0.0,63.0,1021.0,7.0
82688,2017,Enero,131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,HUAYCO,0.0,0.0,0.0,0.0
85336,2017,Marzo,131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,HUAYCO,0.0,8.0,1454.0,2.0
83437,2017,Marzo,131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,HUAYCO,0.0,86.0,472.0,9.0
87060,2017,Marzo,131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,LLUVIA INTENSA,0.0,70.0,1156.0,18.0
85385,2017,Marzo,131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,LLUVIA INTENSA,0.0,6.0,564.0,3.0
86416,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,15.0,0.0
85684,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,102.0,0.0
86345,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,80.0,0.0
86342,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,25.0,0.0
85672,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,35.0,0.0
86425,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,25.0,0.0
86349,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,5.0,0.0
86284,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,13.0,0.0
86421,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,10.0,0.0
86429,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,121.0,0.0
86347,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,10.0,25.0,0.0
86423,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,0.0,0.0
85671,2017,Marzo,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,907.0,0.0
85917,2017,Abril,131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,LLUVIA INTENSA,0.0,0.0,0.0,0.0
86144,2017,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,129.0,0.0
86143,2017,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,23.0,0.0
86181,2017,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,170.0,0.0
87786,2017,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
86235,2017,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,2163.0,0.0
84747,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,LLUVIA INTENSA,0.0,2722.0,4740.0,741.0
87545,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,LLUVIA INTENSA,0.0,0.0,20.0,0.0
87548,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,13.0,0.0
87550,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,55.0,0.0
87551,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,47.0,0.0
87552,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,18.0,0.0
87563,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,25.0,0.0
87568,2017,Marzo,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,24.0,0.0
81871,2017,Febrero,131202,LA LIBERTAD,VIRÚ,CHAO,LLUVIA INTENSA,0.0,50.0,256.0,10.0
87409,2017,Marzo,131202,LA LIBERTAD,VIRÚ,CHAO,LLUVIA INTENSA,0.0,2859.0,3075.0,405.0
86333,2017,Abril,131202,LA LIBERTAD,VIRÚ,CHAO,LLUVIA INTENSA,0.0,1095.0,575.0,183.0
83447,2017,Marzo,131203,LA LIBERTAD,VIRÚ,GUADALUPITO,LLUVIA INTENSA,0.0,1232.0,3467.0,205.0
81448,2017,Enero,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,953.0,162.0,90.0
88677,2017,Marzo,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,2243.0,946.0,72.0
90583,2017,Noviembre,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,1.0,0.0,1.0
81690,2017,Febrero,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LLUVIA INTENSA,0.0,89.0,909.0,7.0
84081,2017,Marzo,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LLUVIA INTENSA,2.0,172.0,519.0,26.0
81463,2017,Enero,140103,LAMBAYEQUE,CHICLAYO,ETEN,LLUVIA INTENSA,0.0,475.0,1116.0,14.0
83846,2017,Marzo,140103,LAMBAYEQUE,CHICLAYO,ETEN,LLUVIA INTENSA,0.0,446.0,2296.0,18.0
81441,2017,Febrero,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,LLUVIA INTENSA,0.0,50.0,536.0,1.0
83827,2017,Marzo,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,LLUVIA INTENSA,0.0,142.0,1011.0,1.0
81434,2017,Febrero,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,LLUVIA INTENSA,0.0,1465.0,951.0,70.0
87772,2017,Marzo,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,LLUVIA INTENSA,0.0,1819.0,1566.0,174.0
81455,2017,Febrero,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LLUVIA INTENSA,0.0,1074.0,936.0,14.0
87898,2017,Marzo,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LLUVIA INTENSA,0.0,0.0,448.0,0.0
81436,2017,Febrero,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,LLUVIA INTENSA,0.0,4.0,438.0,1.0
82799,2017,Marzo,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,LLUVIA INTENSA,0.0,149.0,3102.0,8.0
81410,2017,Febrero,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,LLUVIA INTENSA,0.0,281.0,681.0,4.0
84136,2017,Marzo,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,LLUVIA INTENSA,0.0,117.0,2049.0,2.0
81606,2017,Febrero,140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,LLUVIA INTENSA,0.0,7.0,51.0,2.0
83937,2017,Marzo,140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,LLUVIA INTENSA,0.0,0.0,1651.0,0.0
83317,2017,Enero,140110,LAMBAYEQUE,CHICLAYO,OYOTÚN,LLUVIA INTENSA,0.0,40.0,1104.0,12.0
83337,2017,Marzo,140110,LAMBAYEQUE,CHICLAYO,OYOTÚN,LLUVIA INTENSA,0.0,13.0,944.0,1.0
81465,2017,Febrero,140111,LAMBAYEQUE,CHICLAYO,PICSI,LLUVIA INTENSA,0.0,88.0,545.0,24.0
83457,2017,Marzo,140111,LAMBAYEQUE,CHICLAYO,PICSI,LLUVIA INTENSA,0.0,55.0,2224.0,9.0
81449,2017,Febrero,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,LLUVIA INTENSA,0.0,570.0,977.0,101.0
83456,2017,Marzo,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,LLUVIA INTENSA,0.0,916.0,240.0,196.0
81503,2017,Febrero,140113,LAMBAYEQUE,CHICLAYO,REQUE,LLUVIA INTENSA,1.0,1.0,405.0,0.0
83414,2017,Marzo,140113,LAMBAYEQUE,CHICLAYO,REQUE,LLUVIA INTENSA,1.0,137.0,401.0,5.0
81453,2017,Febrero,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,LLUVIA INTENSA,0.0,49.0,746.0,11.0
83916,2017,Marzo,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,LLUVIA INTENSA,0.0,29.0,1200.0,7.0
81404,2017,Febrero,140115,LAMBAYEQUE,CHICLAYO,SAÑA,LLUVIA INTENSA,0.0,2.0,382.0,1.0
85512,2017,Abril,140115,LAMBAYEQUE,CHICLAYO,SAÑA,LLUVIA INTENSA,0.0,20.0,119.0,6.0
81385,2017,Febrero,140116,LAMBAYEQUE,CHICLAYO,CAYALTI,LLUVIA INTENSA,0.0,107.0,1395.0,21.0
83594,2017,Marzo,140116,LAMBAYEQUE,CHICLAYO,CAYALTI,LLUVIA INTENSA,0.0,259.0,3284.0,69.0
81452,2017,Febrero,140117,LAMBAYEQUE,CHICLAYO,PATAPO,LLUVIA INTENSA,0.0,49.0,817.0,18.0
84268,2017,Marzo,140117,LAMBAYEQUE,CHICLAYO,PATAPO,LLUVIA INTENSA,0.0,26.0,876.0,2.0
81460,2017,Febrero,140118,LAMBAYEQUE,CHICLAYO,POMALCA,LLUVIA INTENSA,0.0,190.0,442.0,22.0
84266,2017,Marzo,140118,LAMBAYEQUE,CHICLAYO,POMALCA,LLUVIA INTENSA,0.0,70.0,107.0,18.0
81567,2017,Enero,140119,LAMBAYEQUE,CHICLAYO,PUCALÁ,LLUVIA INTENSA,0.0,304.0,543.0,64.0
84270,2017,Marzo,140119,LAMBAYEQUE,CHICLAYO,PUCALÁ,LLUVIA INTENSA,0.0,85.0,609.0,23.0
81446,2017,Febrero,140120,LAMBAYEQUE,CHICLAYO,TUMÁN,LLUVIA INTENSA,0.0,9.0,687.0,2.0
82975,2017,Marzo,140120,LAMBAYEQUE,CHICLAYO,TUMÁN,LLUVIA INTENSA,0.0,98.0,1624.0,2.0
81406,2017,Febrero,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,LLUVIA INTENSA,0.0,100.0,1100.0,10.0
83348,2017,Marzo,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,LLUVIA INTENSA,0.0,166.0,1509.0,16.0
81545,2017,Febrero,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LLUVIA INTENSA,0.0,0.0,41.0,0.0
84342,2017,Marzo,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LLUVIA INTENSA,1.0,213.0,4067.0,30.0
82020,2017,Febrero,140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,LLUVIA INTENSA,0.0,12.0,36.0,1.0
84353,2017,Marzo,140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,LLUVIA INTENSA,0.0,653.0,1875.0,65.0
81565,2017,Febrero,140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LLUVIA INTENSA,0.0,157.0,537.0,29.0
84107,2017,Marzo,140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LLUVIA INTENSA,0.0,113.0,456.0,6.0
81692,2017,Febrero,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,LLUVIA INTENSA,0.0,385.0,1150.0,23.0
86319,2017,Marzo,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,LLUVIA INTENSA,0.0,492.0,2625.0,73.0
81451,2017,Febrero,140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LLUVIA INTENSA,0.0,58.0,247.0,0.0
84461,2017,Marzo,140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LLUVIA INTENSA,0.0,165.0,3737.0,39.0
81435,2017,Febrero,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LLUVIA INTENSA,0.0,227.0,1118.0,88.0
83922,2017,Marzo,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LLUVIA INTENSA,0.0,4316.0,3884.0,242.0
81497,2017,Febrero,140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,LLUVIA INTENSA,0.0,0.0,125.0,0.0
83460,2017,Marzo,140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,LLUVIA INTENSA,0.0,89.0,374.0,25.0
81376,2017,Febrero,140303,LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,LLUVIA INTENSA,0.0,786.0,1822.0,64.0
82338,2017,Febrero,140303,LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,INUNDACIÓN,0.0,0.0,0.0,0.0
83373,2017,Marzo,140303,LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,LLUVIA INTENSA,1.0,2266.0,2446.0,341.0
81386,2017,Febrero,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LLUVIA INTENSA,0.0,780.0,3393.0,105.0
83384,2017,Marzo,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LLUVIA INTENSA,0.0,605.0,809.0,112.0
81462,2017,Enero,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,LLUVIA INTENSA,0.0,300.0,1952.0,0.0
84139,2017,Marzo,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,LLUVIA INTENSA,0.0,1990.0,240.0,180.0
81456,2017,Febrero,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LLUVIA INTENSA,0.0,1800.0,6379.0,172.0
83880,2017,Marzo,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LLUVIA INTENSA,2.0,3195.0,4452.0,177.0
81432,2017,Enero,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LLUVIA INTENSA,0.0,65.0,733.0,6.0
83658,2017,Febrero,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LLUVIA INTENSA,0.0,164.0,5243.0,29.0
87715,2017,Marzo,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,HUAYCO,0.0,274.0,4218.0,38.0
81454,2017,Enero,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LLUVIA INTENSA,0.0,124.0,4296.0,23.0
83620,2017,Febrero,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LLUVIA INTENSA,0.0,760.0,9179.0,204.0
81603,2017,Enero,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,LLUVIA INTENSA,0.0,396.0,1693.0,84.0
83379,2017,Marzo,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,LLUVIA INTENSA,0.0,1782.0,3139.0,294.0
81405,2017,Febrero,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,40.0,1500.0,4.0
82999,2017,Marzo,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,378.0,1600.0,103.0
81476,2017,Febrero,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSÉ,LLUVIA INTENSA,0.0,128.0,73.0,12.0
86938,2017,Marzo,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSÉ,LLUVIA INTENSA,0.0,42.0,20.0,8.0
81431,2017,Febrero,140312,LAMBAYEQUE,LAMBAYEQUE,TÚCUME,LLUVIA INTENSA,1.0,1032.0,720.0,57.0
84052,2017,Marzo,140312,LAMBAYEQUE,LAMBAYEQUE,TÚCUME,LLUVIA INTENSA,1.0,2256.0,1830.0,154.0
81377,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
83087,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88032,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
87840,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,2.0,2627.0,11635.0,531.0
88020,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88021,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88022,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
87882,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,600.0,10607.0,132.0
81428,2017,Enero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,2000.0,0.0
82216,2017,Febrero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,38.0,69.0,9.0
82420,2017,Febrero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
83451,2017,Febrero,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
82822,2017,Marzo,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,4.0,3000.0,1.0
83351,2017,Marzo,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,6.0,408.0,0.0
84203,2017,Marzo,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,1.0,545.0,2030.0,100.0
84822,2017,Marzo,200101,PIURA,PIURA,PIURA,INUNDACIÓN,0.0,0.0,3100.0,0.0
90877,2017,Marzo,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88601,2017,Abril,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,2.0,3800.0,11663.0,6.0
87880,2017,Junio,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,2.0,0.0,0.0
81731,2017,Febrero,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,1560.0,803.0,222.0
83478,2017,Febrero,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
82399,2017,Febrero,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,5.0,4.0,0.0
83481,2017,Marzo,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,0.0,5.0,0.0
86823,2017,Marzo,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
83783,2017,Marzo,200104,PIURA,PIURA,CASTILLA,LLUVIA INTENSA,0.0,635.0,1396.0,143.0
84393,2017,Marzo,200104,PIURA,PIURA,CASTILLA,INUNDACIÓN,0.0,12200.0,4500.0,180.0
87580,2017,Marzo,200104,PIURA,PIURA,CASTILLA,INUNDACIÓN,0.0,0.0,0.0,0.0
87581,2017,Marzo,200104,PIURA,PIURA,CASTILLA,INUNDACIÓN,0.0,0.0,0.0,0.0
82932,2017,Enero,200105,PIURA,PIURA,CATACAOS,LLUVIA INTENSA,0.0,720.0,1525.0,144.0
83726,2017,Febrero,200105,PIURA,PIURA,CATACAOS,LLUVIA INTENSA,0.0,110.0,96.0,35.0
87370,2017,Marzo,200105,PIURA,PIURA,CATACAOS,LLUVIA INTENSA,0.0,11.0,0.0,2.0
84821,2017,Marzo,200105,PIURA,PIURA,CATACAOS,INUNDACIÓN,0.0,27851.0,40043.0,6585.0
86430,2017,Marzo,200105,PIURA,PIURA,CATACAOS,LLUVIA INTENSA,0.0,15.0,0.0,3.0
81552,2017,Enero,200107,PIURA,PIURA,CURA MORI,LLUVIA INTENSA,0.0,82.0,192.0,22.0
85596,2017,Marzo,200107,PIURA,PIURA,CURA MORI,LLUVIA INTENSA,0.0,154.0,961.0,36.0
86087,2017,Marzo,200107,PIURA,PIURA,CURA MORI,INUNDACIÓN,0.0,0.0,0.0,0.0
82400,2017,Enero,200108,PIURA,PIURA,EL TALLÁN,LLUVIA INTENSA,0.0,11.0,257.0,3.0
84594,2017,Febrero,200108,PIURA,PIURA,EL TALLÁN,LLUVIA INTENSA,0.0,435.0,2800.0,98.0
81400,2017,Enero,200109,PIURA,PIURA,LA ARENA,LLUVIA INTENSA,0.0,116.0,7128.0,30.0
82910,2017,Marzo,200109,PIURA,PIURA,LA ARENA,LLUVIA INTENSA,0.0,907.0,19140.0,225.0
81739,2017,Enero,200110,PIURA,PIURA,LA UNIÓN,LLUVIA INTENSA,0.0,189.0,1263.0,11.0
83292,2017,Marzo,200110,PIURA,PIURA,LA UNIÓN,LLUVIA INTENSA,0.0,336.0,0.0,50.0
88106,2017,Marzo,200110,PIURA,PIURA,LA UNIÓN,LLUVIA INTENSA,0.0,3659.0,14366.0,236.0
81790,2017,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,18.0,147.0,3.0
82329,2017,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
82330,2017,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,157.0,478.0,31.0
84401,2017,Marzo,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,199.0,488.0,23.0
87378,2017,Abril,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,611.0,672.0,72.0
82783,2017,Enero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,498.0,1515.0,0.0
89342,2017,Enero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
82187,2017,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,57.0,285.0,0.0
81772,2017,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
82199,2017,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,430.0,728.0,0.0
82592,2017,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,52.0,64.0,0.0
82891,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
83007,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,390.0,601.0,0.0
83444,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,188.0,629.0,0.0
84252,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
83711,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,338.0,0.0,0.0
84235,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84025,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84021,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88042,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84034,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88063,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84232,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88138,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88783,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,2250.0,0.0
87937,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84256,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84199,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,53.0,459.0,0.0
88136,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,570.0,0.0
88785,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,750.0,0.0
88135,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,985.0,0.0
88777,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,750.0,0.0
88126,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88057,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88050,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88118,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88062,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
84607,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,206.0,291.0,0.0
88114,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88119,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88137,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,1500.0,0.0
88061,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88143,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
89236,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
89237,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88139,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
87699,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
87701,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88064,2017,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
88617,2017,Abril,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,3000.0,0.0
88651,2017,Abril,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,3250.0,0.0
